gene_ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000187952,33.81329344,-0.182321459,0.438030506,-0.416230049,0.677241673,0.917235305
ENSG00000187953,163.5786812,-0.040893069,0.266328797,-0.153543549,0.87796965,0.970857509
ENSG00000187954,1698.133573,-0.306559299,0.223876344,-1.369324219,0.170897951,0.584610715
ENSG00000187955,1.705578845,-0.061340083,0.522320283,-0.117437681,0.906513225,NA
ENSG00000187957,345.6483712,-0.334428498,0.410043373,-0.815592983,0.414732964,0.805949595
ENSG00000187959,1.020796724,-0.031906682,0.387688821,-0.082299721,0.934408376,NA
ENSG00000187961,329.2793649,0.134173449,0.301815178,0.444555009,0.656641367,0.910914672
ENSG00000187984,11.99785651,-0.35336163,0.566950792,-0.623266843,0.533109183,0.867009839
ENSG00000187987,18.40026404,-1.568845935,0.569769669,-2.753473941,0.005896646,0.078976201
ENSG00000187988,19.21492167,-0.040488934,0.4784355,-0.08462778,0.932557313,0.983645877
ENSG00000187994,389.8673943,2.367421361,0.297277389,7.963677849,1.67E-15,1.85E-12
ENSG00000187997,13.05225473,-0.433930137,0.565244272,-0.76768604,0.442673732,0.823704059
ENSG00000187999,0.709889344,-0.15739176,0.353154165,-0.44567437,0.655832481,NA
ENSG00000188000,2.416678433,-0.528665662,0.58734732,-0.900090361,0.368072165,NA
ENSG00000188001,89.88967604,0.040721693,0.43779381,0.09301569,0.925891097,0.98219036
ENSG00000188002,134.5255347,0.128001781,0.416889712,0.307039913,0.758812992,0.938957412
ENSG00000188004,8.741700957,-1.50737357,0.589972885,-2.554987878,0.01061915,0.120921088
ENSG00000188010,292.1841489,-0.298992697,0.270571724,-1.105040438,0.269142067,0.698674845
ENSG00000188013,9.714494266,-0.963775513,0.591050459,-1.630614609,0.102971665,0.461771236
ENSG00000188015,167.6490104,-0.180414627,0.37124439,-0.485972669,0.626986544,0.901788403
ENSG00000188021,2138.049902,-0.42440555,0.224579491,-1.889778752,0.058787557,0.34378872
ENSG00000188026,947.0103469,-0.028925746,0.282789282,-0.102287279,0.918528653,0.980553654
ENSG00000188032,0.518583802,-0.096141225,0.363186657,-0.264715741,0.79122845,NA
ENSG00000188033,83.18494087,-0.278040516,0.33753604,-0.823735787,0.410089701,0.801683545
ENSG00000188037,2.169887495,0.051235353,0.56315847,0.090978571,0.927509618,NA
ENSG00000188039,100.8050913,-0.575894041,0.45100015,-1.276926495,0.201628199,0.624694436
ENSG00000188042,6831.119568,-0.356617215,0.296342116,-1.203397003,0.228822727,0.65449281
ENSG00000188050,0.138608914,-0.084584273,0.332044137,-0.254738043,0.798925431,NA
ENSG00000188051,6.107693448,-0.754227823,0.597181168,-1.26297992,0.206596396,0.630043979
ENSG00000188056,0.209604476,-0.084584273,0.332044137,-0.254738043,0.798925431,NA
ENSG00000188060,14.0740636,-1.571047595,0.540990425,-2.904021074,0.003684034,0.056965228
ENSG00000188064,344.799798,1.818499119,0.312226584,5.824293044,5.74E-09,1.01E-06
ENSG00000188070,387.9444569,-0.681720313,0.337698859,-2.018722584,0.043516061,0.289854808
ENSG00000188078,11.11723104,-0.161956895,0.535769189,-0.302288556,0.762432102,0.940107188
ENSG00000188086,0.378062323,-0.162847827,0.332044137,-0.490440303,0.623822363,NA
ENSG00000188089,230.7090124,0.54953904,0.402447488,1.365492533,0.172098298,0.586500635
ENSG00000188092,74.52194363,0.383977647,0.324738808,1.182419957,0.237039109,0.664911392
ENSG00000188095,10.56722876,1.024275044,0.5875791,1.743212182,0.081296558,0.408967481
ENSG00000188100,35.96469233,-0.918648993,0.512742686,-1.791637442,0.073191061,0.387350919
ENSG00000188107,16.8980707,0.302325801,0.513915609,0.588279079,0.556344986,0.876838868
ENSG00000188112,6404.339198,0.003598791,0.278451366,0.012924308,0.989688182,0.998594059
ENSG00000188124,0.636580957,0.180845707,0.386249212,0.468209904,0.63963449,NA
ENSG00000188130,315.7291833,-0.647549327,0.233125842,-2.777681449,0.005474826,0.075374323
ENSG00000188152,25.29164232,-0.188153856,0.476443767,-0.39491304,0.692907066,0.923514827
ENSG00000188153,1500.607493,0.084917358,0.337368454,0.251705094,0.801269019,0.947419496
ENSG00000188157,17396.4147,-0.35969641,0.222225842,-1.618607479,0.105531745,0.467779745
ENSG00000188158,699.7349056,-0.373206469,0.314861801,-1.185302466,0.235897879,0.663433124
ENSG00000188162,0.340740825,0.150206387,0.332044137,0.452368738,0.651003364,NA
ENSG00000188163,1.166019537,-0.19500095,0.439573252,-0.44361423,0.657321516,NA
ENSG00000188167,139.6122017,0.105784201,0.336916919,0.313977112,0.753538422,0.937841098
ENSG00000188171,240.6289654,-1.338289539,0.322866575,-4.145023498,3.40E-05,0.001497132
ENSG00000188175,2.670493166,-0.411227335,0.574455234,-0.71585619,0.474080152,NA
ENSG00000188176,1.429956032,-0.512110289,0.437590996,-1.170294391,0.241882518,NA
ENSG00000188177,435.6978452,-0.3735907,0.378890482,-0.986012364,0.324127046,0.742224239
ENSG00000188185,127.7265564,-0.09735205,0.313226582,-0.31080392,0.755949689,0.937866007
ENSG00000188186,1238.562697,-0.105605933,0.226276549,-0.466711791,0.640706093,0.905845913
ENSG00000188191,1089.481664,-0.105802762,0.367321578,-0.288038516,0.773317256,0.94272619
ENSG00000188199,5.346705603,0.324657473,0.605394834,0.53627394,0.591769238,0.88634099
ENSG00000188206,15.03438473,0.353342421,0.596654487,0.592206091,0.553712591,0.87584306
ENSG00000188211,269.6420706,-0.480470194,0.39607426,-1.213081087,0.22509882,0.650663005
ENSG00000188215,1246.334329,0.05358448,0.221250886,0.242188769,0.808633897,0.950707409
ENSG00000188219,389.735083,0.401196776,0.297534004,1.34840647,0.177527684,0.594525199
ENSG00000188227,227.5576904,-0.770466019,0.302050039,-2.55078934,0.010747927,0.121899608
ENSG00000188229,19301.00444,0.798140943,0.340013854,2.347377715,0.018906078,0.175730709
ENSG00000188234,35.85219664,-0.187107979,0.483241191,-0.387193772,0.698612761,0.924856549
ENSG00000188242,226.7415984,-0.171857769,0.350235644,-0.490691831,0.623644425,0.899710422
ENSG00000188243,1271.617094,-0.082959871,0.26184212,-0.316831651,0.751371346,0.937539942
ENSG00000188257,1.11950706,-0.434874928,0.412334344,-1.054665792,0.291578202,NA
ENSG00000188263,0.5876668,-0.247711194,0.333422803,-0.742934171,0.457521536,NA
ENSG00000188266,72.51381466,-0.071817625,0.406715151,-0.176579665,0.859838568,0.965200681
ENSG00000188269,4.612276712,-1.776601853,0.598048858,-2.970663396,0.002971573,0.048115321
ENSG00000188277,86.4594289,-0.109870373,0.434904391,-0.252631097,0.800553298,0.947285116
ENSG00000188283,251.4858859,-0.413669205,0.268391451,-1.541290541,0.12324609,0.502309961
ENSG00000188290,450.5616489,-0.196349819,0.42138311,-0.465965091,0.641240488,0.905845913
ENSG00000188293,1590.332568,-1.550006836,0.493082561,-3.143503662,0.001669383,0.031454529
ENSG00000188295,162.0822744,-0.152040337,0.282458526,-0.538274909,0.590387271,0.885842007
ENSG00000188305,2.462416484,0.170168964,0.577615305,0.294606051,0.768294839,NA
ENSG00000188306,0.660827229,-0.137518851,0.344348425,-0.399359605,0.689628254,NA
ENSG00000188312,143.0622166,0.657766914,0.358196531,1.836329659,0.066308916,0.364506864
ENSG00000188313,954.393644,0.777212403,0.304175795,2.555142175,0.010614443,0.120921088
ENSG00000188314,0.15545369,0.071942834,0.332044137,0.216666478,0.828468274,NA
ENSG00000188315,191.903638,-0.273597467,0.276906848,-0.988048755,0.323128771,0.74132388
ENSG00000188316,3.465492261,0.103511881,0.594748484,0.174043119,0.861831575,NA
ENSG00000188321,84.92186803,-0.775648343,0.375412588,-2.06612236,0.038816927,0.27230642
ENSG00000188322,33.20361339,0.365594192,0.554856456,0.658898689,0.509960828,0.857248606
ENSG00000188338,9.124141228,-1.279513093,0.601235928,-2.128138111,NA,NA
ENSG00000188342,1680.376671,0.011360061,0.261218676,0.043488702,0.96531197,0.99272711
ENSG00000188343,186.5735953,0.419662829,0.317649981,1.321148602,0.18645182,0.604784112
ENSG00000188352,1300.995491,-0.460847148,0.249758528,-1.845170817,0.065012694,0.360272182
ENSG00000188365,9.822598969,0.021783373,0.593702983,0.036690692,0.970731631,0.993877707
ENSG00000188368,25.80760097,-0.18770933,0.532676527,-0.352388965,0.724546577,0.932961029
ENSG00000188372,184.8251732,-0.105104082,0.375882466,-0.279619538,0.779769415,0.943331788
ENSG00000188373,58.99294664,-0.675086184,0.590532103,-1.14318287,0.252962673,0.68187706
ENSG00000188375,131.0837848,0.23979161,0.286450045,0.837114931,0.402527968,0.796369238
ENSG00000188383,1.291553225,-0.307286177,0.495348198,-0.620343787,0.535031473,NA
ENSG00000188385,16.83931912,-1.095858899,0.547945242,-1.999942358,0.045506489,0.298206628
ENSG00000188386,1.284133956,-0.13088455,0.454283811,-0.288111851,0.773261121,NA
ENSG00000188388,2.480593302,-0.498935287,0.575479662,-0.866990304,0.385947322,NA
ENSG00000188393,11.46849833,2.175218332,0.600011274,3.62529577,0.000288631,0.00822371
ENSG00000188396,14.67426015,0.701534377,0.521352871,1.345603745,0.178430343,0.595953184
ENSG00000188404,1.134703524,0.586187205,0.462080959,1.268581172,0.204590483,NA
ENSG00000188419,928.9856056,-0.318328161,0.330362757,-0.963571572,0.335260765,0.750996082
ENSG00000188425,0.681481649,0.255198141,0.337338361,0.756504953,0.449346504,NA
ENSG00000188428,298.657237,0.021035215,0.284521848,0.073931811,0.941064644,0.984760101
ENSG00000188451,44.68274805,0.01878766,0.476699522,0.039411954,0.96856195,0.993202634
ENSG00000188452,37.17657391,-0.866012551,0.571104523,-1.51638188,0.129422818,0.515001967
ENSG00000188459,311.4159787,0.426288544,0.242281055,1.759479474,0.078496104,0.401065561
ENSG00000188460,20.39230827,0.269700361,0.473031585,0.570152966,0.568573954,0.881056806
ENSG00000188467,1.61034768,0.394008832,0.484956957,0.812461449,0.416526899,NA
ENSG00000188477,0.336915693,-0.162847827,0.332044137,-0.490440303,0.623822363,NA
ENSG00000188483,394.1643229,0.93758571,0.288531137,3.249513099,0.001156028,0.023640977
ENSG00000188486,1393.429254,1.435089082,0.37901341,3.786380758,0.000152857,0.004966245
ENSG00000188487,21.93089723,1.087586087,0.503814483,2.158703497,0.030873177,0.23813718
ENSG00000188488,1.63643188,0.060614874,0.427872023,0.141665897,0.887343913,NA
ENSG00000188493,161.1760145,0.148369309,0.346598534,0.428072522,0.668598321,0.914672632
ENSG00000188501,10.72219978,-0.263408419,0.596907609,-0.441288425,0.659004205,0.911947758
ENSG00000188505,1614.965616,-0.564350414,0.409863519,-1.376922776,0.168536125,0.58093842
ENSG00000188508,1425.905981,0.017262026,0.447137554,0.038605629,0.969204815,0.993453049
ENSG00000188511,0.340740825,0.150206387,0.332044137,0.452368738,0.651003364,NA
ENSG00000188512,5.202746048,0.06350649,0.601899283,0.105510161,0.915971008,0.979830196
ENSG00000188517,2.551662501,0.143035458,0.581713009,0.245886642,0.805769985,NA
ENSG00000188522,6449.482489,0.318413005,0.263931465,1.206423055,0.227654411,0.653469593
ENSG00000188523,1.637713192,-0.004735716,0.468504112,-0.010108164,0.991934989,NA
ENSG00000188525,0.419208953,-0.162847827,0.332044137,-0.490440303,0.623822363,NA
ENSG00000188529,2426.044318,0.094522383,0.27106989,0.348701154,0.727313678,0.933245581
ENSG00000188536,1.040667081,-0.328637783,0.43835701,-0.749703497,0.453433301,NA
ENSG00000188542,47.75652071,0.077361265,0.37472597,0.206447569,0.836441316,0.959679237
ENSG00000188549,4136.69314,-0.950721202,0.275146404,-3.455328461,0.000549623,0.013547386
ENSG00000188554,6598.916944,-0.248994427,0.210987421,-1.18013873,0.237945043,0.665390545
ENSG00000188559,892.7450984,0.088921875,0.23464568,0.378962334,0.704715834,0.926349452
ENSG00000188566,546.1345406,0.610531434,0.269400359,2.26626065,0.023435429,0.201310135
ENSG00000188573,16.60744752,1.012892732,0.597958184,1.693919006,NA,NA
ENSG00000188580,3.502587349,-0.169179182,0.589929977,-0.286778411,0.774281994,NA
ENSG00000188581,0.340740825,0.150206387,0.332044137,0.452368738,0.651003364,NA
ENSG00000188582,0.209604476,-0.084584273,0.332044137,-0.254738043,0.798925431,NA
ENSG00000188596,13.77759057,0.10781007,0.557415663,0.193410551,0.846637453,0.961418158
ENSG00000188599,21.76211133,0.26921199,0.484045067,0.556171333,0.578093734,0.882968892
ENSG00000188603,40.20255148,-0.316599584,0.419298787,-0.755069163,0.450207485,0.827356344
ENSG00000188610,44.4584684,2.034201235,0.513197178,3.96378102,7.38E-05,0.002766934
ENSG00000188611,51.49069023,-0.214132191,0.410833458,-0.5212141,0.602217633,0.890707032
ENSG00000188612,2411.560609,0.441773295,0.203305713,2.172950719,0.029784027,0.233041201
ENSG00000188613,390.9933769,-1.690007489,0.515569221,-3.277944882,0.001045658,0.021898346
ENSG00000188620,0.170370412,0.071942834,0.332044137,0.216666478,0.828468274,NA
ENSG00000188624,3401.987545,-0.279424304,0.401333284,-0.696240045,0.486278513,0.846695025
ENSG00000188629,0.138608914,-0.084584273,0.332044137,-0.254738043,0.798925431,NA
ENSG00000188636,1171.655344,-0.881927491,0.263166609,-3.351213489,0.000804582,0.018065462
ENSG00000188641,76.45491055,0.256100151,0.539026475,0.475116089,0.634704231,0.903945185
ENSG00000188643,37494.51593,0.320404217,0.208896592,1.533793416,0.125080483,0.506321729
ENSG00000188647,1711.77218,-0.368151691,0.284219352,-1.295308319,0.195213891,0.616634393
ENSG00000188659,76.2476106,-0.033847968,0.497944903,-0.067975329,0.945805274,0.985920732
ENSG00000188660,7.040158166,-1.313005615,0.606858212,-2.163611845,0.030494152,0.236562954
ENSG00000188662,1.108280432,-0.370062474,0.452288049,-0.818200866,0.413242501,NA
ENSG00000188672,15.12249982,-0.695549144,0.537713462,-1.293531208,0.195827398,0.617495005
ENSG00000188677,611.4702872,-1.320472657,0.343506907,-3.844093465,0.000120999,0.004087291
ENSG00000188681,378.7819929,-0.016008934,0.596235151,-0.026850034,0.978579347,0.996848564
ENSG00000188687,15.32421016,-0.204229506,0.571111521,-0.357600046,0.720642644,0.931605796
ENSG00000188690,1488.075875,0.071650314,0.233259258,0.307170292,0.758713756,0.938892952
ENSG00000188693,3.914288177,-0.588613835,0.605092429,-0.972766816,0.330669209,NA
ENSG00000188706,1993.277677,-0.217576311,0.279392645,-0.778747452,0.436128497,0.818804474
ENSG00000188707,136.8782212,-0.135181843,0.412280195,-0.327888278,0.742996137,0.936213542
ENSG00000188710,13.61585968,-1.227912161,0.557946244,-2.200771443,0.027752208,0.224224332
ENSG00000188712,0.468138598,0.215055886,0.332963615,0.645884043,0.518354454,NA
ENSG00000188716,0.310907379,0.150206387,0.332044137,0.452368738,0.651003364,NA
ENSG00000188725,1280.48659,0.089312583,0.235436612,0.379348745,0.704428907,0.926311748
ENSG00000188730,0.15545369,0.071942834,0.332044137,0.216666478,0.828468274,NA
ENSG00000188732,36.29718626,-0.115927704,0.413768982,-0.28017495,0.779343284,0.943331788
ENSG00000188735,885.8932075,0.064288959,0.294947083,0.217967774,0.82745422,0.957224573
ENSG00000188738,39.52921739,-1.2072036,0.544636431,-2.216531123,0.026655149,0.218462528
ENSG00000188739,13.72412527,-0.760058714,0.549387896,-1.383464616,0.16652245,0.577822141
ENSG00000188747,63.81415727,-1.277967446,0.512885815,-2.491719225,0.012712649,0.135538069
ENSG00000188760,48.02730724,-0.199666839,0.40364896,-0.494654659,0.620843912,0.898520803
ENSG00000188761,2.390827477,-0.188007421,0.577782127,-0.32539501,0.744882132,NA
ENSG00000188763,10.09530536,0.471093849,0.59860822,0.786981926,0.431292447,0.815872725
ENSG00000188765,5.181643609,-0.420438188,0.606980495,-0.692671662,0.488515627,0.847275682
ENSG00000188766,95.14519217,-0.215033348,0.39295398,-0.547222727,0.584225724,0.884286329
ENSG00000188770,0.838417906,-0.268758894,0.340073684,-0.790296063,0.429354886,NA
ENSG00000188771,0.432671517,-0.071389447,0.332572738,-0.214658145,0.830033857,NA
ENSG00000188779,9.765830727,-0.31162225,0.607218267,-0.513196435,0.60781392,0.892206345
ENSG00000188782,1.201993505,0.349250211,0.459080856,0.760759692,0.446800614,NA
ENSG00000188783,10.03882086,0.146874367,0.573775518,0.255978797,0.79796721,0.946027439
ENSG00000188785,245.1458297,-0.136969159,0.253336262,-0.540661483,0.588740931,0.885778049
ENSG00000188786,1736.114704,-0.210919443,0.208859999,-1.009860402,0.312562177,0.734521264
ENSG00000188800,1.25832208,-0.367037439,0.525079854,-0.699012609,0.484544151,NA
ENSG00000188803,48.25241295,2.960208117,0.500423987,5.915400131,3.31E-09,6.22E-07
ENSG00000188807,335.9150305,0.602754318,0.275554366,2.18742431,0.028711563,0.227725803
ENSG00000188811,234.9552386,-0.229840551,0.292097982,-0.786861139,0.431363158,0.815872725
ENSG00000188816,0.591680265,0.010669824,0.336329916,0.031724278,0.974691934,NA
ENSG00000188818,44.0274278,-0.654985808,0.49635766,-1.319584366,0.186973825,0.605070809
ENSG00000188820,14.61405352,-0.601180268,0.547094739,-1.09885953,0.271829341,0.700616051
ENSG00000188822,0.323911536,-0.00632072,0.332044137,-0.019035782,0.98481256,NA
ENSG00000188825,42.77599744,-0.373849675,0.444515866,-0.841026617,0.400333023,0.795166712
ENSG00000188827,728.0212393,0.108860646,0.27725862,0.392632142,0.694591196,0.923953756
ENSG00000188828,4.422281188,0.147668482,0.591189783,0.249781857,0.802756051,0.94807206
ENSG00000188833,1.458406388,-0.470846643,0.543278594,-0.866676229,0.386119433,NA
ENSG00000188846,12500.56329,0.511755824,0.274057277,1.86733164,0.06185529,0.352819704
ENSG00000188848,0.157231219,0.071942834,0.332044137,0.216666478,0.828468274,NA
ENSG00000188850,0.681481649,0.255198141,0.337338361,0.756504953,0.449346504,NA
ENSG00000188856,1.879986314,-0.149952194,0.576064235,-0.260304641,0.794628793,NA
ENSG00000188859,7.684024903,-0.454301065,0.593733042,-0.76516049,0.444175983,0.824465932
ENSG00000188868,121.4502986,-0.383819399,0.296809358,-1.293151273,0.195958745,0.617518095
ENSG00000188869,0.640151502,0.11816839,0.341128756,0.346404072,0.729039066,NA
ENSG00000188873,45.89658485,0.580288531,0.42677876,1.359694027,0.173926769,0.589732863
ENSG00000188877,0.170370412,0.071942834,0.332044137,0.216666478,0.828468274,NA
ENSG00000188878,116.8166945,0.66409141,0.435258405,1.525740576,0.127074485,0.510450876
ENSG00000188883,399.8546029,-2.008382151,0.333342511,-6.024980569,1.69E-09,3.62E-07
ENSG00000188886,3.853824021,-0.674736919,0.563191399,-1.1980597,0.230893777,NA
ENSG00000188895,3606.855131,0.129512269,0.259725082,0.498651373,0.618025007,0.897336478
ENSG00000188897,32.21617456,-0.187112448,0.485967607,-0.3850307,0.700214671,0.924888936
ENSG00000188906,30.85026057,-0.3138202,0.566595403,-0.553870008,0.579667812,0.882968892
ENSG00000188910,10863.98592,0.480515973,0.297706667,1.614058492,0.10651474,0.469284754
ENSG00000188916,14.82582171,0.940799778,0.570771535,1.648294843,0.099292182,0.454076488
ENSG00000188917,689.7061903,0.617727598,0.38300308,1.612852823,0.106776487,0.469854289
ENSG00000188921,689.7333699,-0.317691765,0.232692323,-1.36528683,0.172162917,0.586520125
ENSG00000188933,9.571878756,-0.12230357,0.359434543,-0.3402666,NA,NA
ENSG00000188937,0.209604476,-0.084584273,0.332044137,-0.254738043,0.798925431,NA
ENSG00000188938,735.3849698,0.2834477,0.264072053,1.073372575,0.283103984,0.709518299
ENSG00000188958,5.014918064,-1.507405137,0.605030528,-2.491453024,0.012722179,0.135567103
ENSG00000188959,14.25319592,-0.066183133,0.529832928,-0.124913213,0.900592258,0.976019975
ENSG00000188976,4955.457015,0.365294081,0.286686282,1.274194488,0.202594498,0.625367642
ENSG00000188981,12.28269593,-0.616428057,0.567437076,-1.086337293,0.277329794,0.705222187
ENSG00000188984,0.932497978,-0.499765577,0.435174233,-1.148426399,0.250792581,NA
ENSG00000188985,123.9167806,1.965758512,0.451588551,4.352985719,1.34E-05,0.000689339
ENSG00000188986,4174.541434,0.162273938,0.263623796,0.615551178,0.538190782,0.870016852
ENSG00000188991,0.157231219,0.071942834,0.332044137,0.216666478,0.828468274,NA
ENSG00000188992,0.469916127,0.215465575,0.332999421,0.647044895,0.517602887,NA
ENSG00000188993,6.937656987,-0.610779326,0.607021111,-1.006191243,0.314323584,0.735872634
ENSG00000188994,927.8935089,-0.69788512,0.372502857,-1.87350273,0.060998996,0.349900923
ENSG00000188996,2.548206653,-0.519690128,0.575627552,-0.902823581,0.366619534,NA
ENSG00000188997,333.7182081,-0.035111326,0.252289829,-0.139170595,0.889315344,0.973757356
ENSG00000189001,11679.0828,-0.469711018,0.432812807,-1.085252124,0.277810004,0.705313222
ENSG00000189007,396.8770665,0.240394593,0.308351558,0.779612059,0.435619256,0.818589505
ENSG00000189014,8.216608648,-0.147599026,0.606933697,-0.243188057,0.807859718,0.950504065
ENSG00000189030,1.110328035,-0.069023223,0.485779961,-0.142087423,0.887010952,NA
ENSG00000189042,132.6817415,-0.675808364,0.364823388,-1.852426093,0.063964661,0.357641829
ENSG00000189043,2945.840764,0.015920731,0.228504897,0.069673479,0.944453551,0.985592951
ENSG00000189045,42.45591687,0.069711054,0.417747136,0.166873805,0.867469345,0.967492831
ENSG00000189046,441.6666471,0.197886097,0.309082715,0.640236698,0.522018728,0.862737314
ENSG00000189050,143.4471761,0.04428337,0.343219473,0.129023478,0.897339071,0.9752472
ENSG00000189051,93.19022802,0.126877889,0.472665484,0.268430621,0.788367872,0.944417204
ENSG00000189052,0.310907379,0.150206387,0.332044137,0.452368738,0.651003364,NA
ENSG00000189056,2.34216947,0.77300066,0.563012523,1.37297241,0.169760924,NA
ENSG00000189057,152.9150583,2.296341284,0.454289574,5.054796356,4.31E-07,4.05E-05
ENSG00000189058,46.57354537,0.123200409,0.60067258,0.205104101,0.837490792,0.960079815
ENSG00000189060,10623.7735,0.333005126,0.27036684,1.231678879,0.218069063,0.644102762
ENSG00000189067,6646.701659,0.082624488,0.263697423,0.313330661,0.754029458,0.937841098
ENSG00000189077,822.1965917,0.186460638,0.28699713,0.649695134,0.515889168,0.86099221
ENSG00000189079,938.9523434,-0.098366561,0.23569016,-0.4173554,0.676418472,0.916997709
ENSG00000189089,39.7798898,-0.089085267,0.387605262,-0.22983503,0.818219963,0.954138577
ENSG00000189090,5.93396119,0.200594091,0.606985414,0.330475966,0.74104035,0.935835882
ENSG00000189091,5956.567172,0.396406254,0.256607057,1.544798725,0.122394956,0.500836275
ENSG00000189099,0.731893861,-0.043349792,0.397020099,-0.109187902,0.913053456,NA
ENSG00000189108,3.345292163,-0.270607093,0.602773825,-0.44893637,0.653477559,NA
ENSG00000189114,603.4087974,-0.187396792,0.227712929,-0.822951923,0.410535334,0.802140853
ENSG00000189120,944.3962544,-0.310558842,0.257725228,-1.204999775,0.228203389,0.653815155
ENSG00000189127,1.349646407,-0.395655842,0.528286788,-0.748941392,0.453892531,NA
ENSG00000189129,11.89031874,-0.052329436,0.559209433,-0.093577527,0.925444762,0.98219036
ENSG00000189134,27.60663189,-1.388767547,0.488681444,-2.841866749,0.004485023,0.065152242
ENSG00000189136,67.13431866,-0.585862394,0.368404733,-1.590268369,0.111774325,0.480162851
ENSG00000189143,3630.276862,0.262711291,0.296384502,0.886386735,0.375409165,0.779061053
ENSG00000189144,108.0855768,-0.160025077,0.368036126,-0.434808069,0.663701748,0.913432659
ENSG00000189149,28.0195964,-0.263496881,0.554323262,-0.47534877,0.634538403,0.903838281
ENSG00000189157,5.521564781,-0.894122985,0.606719851,-1.473699902,0.140562409,0.535778171
ENSG00000189159,6401.499558,0.210571359,0.295313714,0.713042939,0.475819187,0.841500095
ENSG00000189164,85.09784886,-0.335017408,0.344780775,-0.97168239,0.33120858,0.747377077
ENSG00000189166,0.668342455,0.273327642,0.348440563,0.784431179,0.432787149,NA
ENSG00000189167,0.157231219,0.071942834,0.332044137,0.216666478,0.828468274,NA
ENSG00000189171,518.5837663,0.142220477,0.231571646,0.614153241,0.539114069,0.870918117
ENSG00000189180,864.8828269,-0.20434042,0.228786686,-0.893148214,0.371777806,0.776867778
ENSG00000189182,188.8660418,0.413062319,0.566001851,0.729789696,NA,NA
ENSG00000189184,35.34538834,0.046620424,0.516539521,0.090255289,NA,NA
ENSG00000189186,0.378062323,-0.162847827,0.332044137,-0.490440303,0.623822363,NA
ENSG00000189190,384.8899797,-0.611821001,0.319255934,-1.916396643,0.055314628,0.333193547
ENSG00000189195,32.0365533,0.039309667,0.456109429,0.086184729,0.93131957,0.983204906
ENSG00000189196,0.30706676,-0.162847827,0.332044137,-0.490440303,0.623822363,NA
ENSG00000189221,4248.918138,0.598841633,0.240646746,2.488467605,0.012829492,0.136305355
ENSG00000189223,1095.324704,-0.001996172,0.58899154,-0.003389135,0.997295867,0.999666102
ENSG00000189227,168.8554178,0.514727732,0.307759885,1.672497804,0.094426201,0.442580141
ENSG00000189229,0.379974889,-0.00632072,0.332044137,-0.019035782,0.98481256,NA
ENSG00000189233,0.904365173,0.155963109,0.424971472,0.366996655,0.713621513,NA
ENSG00000189241,4234.392055,-0.073089435,0.256460601,-0.284992839,0.775649628,0.943320079
ENSG00000189253,0.312684908,0.150206387,0.332044137,0.452368738,0.651003364,NA
ENSG00000189266,1652.933369,0.108181355,0.226808991,0.476971193,0.633382635,0.903505637
ENSG00000189269,1.291861107,-0.175168024,0.527154453,-0.332289755,0.739670475,NA
ENSG00000189280,5180.786804,0.489077976,0.23724992,2.061446328,0.039260479,0.274354982
ENSG00000189283,127.6571057,-0.66547149,0.405112178,-1.642684487,0.10044823,0.456604616
ENSG00000189292,1.66046141,0.365394112,0.488409289,0.748130962,0.454381168,NA
ENSG00000189298,183.8483916,-0.17935991,0.288254378,-0.622227878,0.533792037,0.86733809
ENSG00000189306,2858.90727,0.713216682,0.344675123,2.069243281,0.038523263,0.271316922
ENSG00000189308,429.2387489,0.323521885,0.279468471,1.157632859,0.247013894,0.676439544
ENSG00000189316,1.048022382,-0.279980393,0.345743974,-0.809791099,0.418060249,NA
ENSG00000189319,1622.567603,0.03971174,0.239393177,0.165885012,0.868247443,0.96792447
ENSG00000189320,42.41400926,0.359958288,0.543768293,0.661969983,0.507990459,0.856597101
ENSG00000189325,0.209604476,-0.084584273,0.332044137,-0.254738043,0.798925431,NA
ENSG00000189334,52452.31547,0.419614646,0.226364603,1.8537114,0.06378046,0.357454662
ENSG00000189337,1644.46684,-0.201413092,0.248249702,-0.811332666,0.417174656,0.807537778
ENSG00000189339,1016.222314,0.200094701,0.309001117,0.647553325,0.517273894,0.861201865
ENSG00000189343,5451.446391,0.420080276,0.315281638,1.332396896,0.182729802,0.601230254
ENSG00000189348,0.209604476,-0.084584273,0.332044137,-0.254738043,0.798925431,NA
ENSG00000189350,4.710157355,0.169445772,0.607092496,0.279110306,0.780160175,0.943331788
ENSG00000189362,111.3395096,1.061440073,0.379328041,2.798211463,0.005138646,0.071868869
ENSG00000189366,26.57966014,0.948045973,0.592174365,1.600957469,0.109386339,0.475975166
ENSG00000189369,214.7840368,-0.697632115,0.434782899,-1.604552794,0.108592257,0.473865775
ENSG00000189372,0.15545369,0.071942834,0.332044137,0.216666478,0.828468274,NA
ENSG00000189375,0.838417906,-0.268758894,0.340073684,-0.790296063,0.429354886,NA
ENSG00000189376,158.4449926,-0.182303129,0.286380852,-0.636575832,0.524401172,0.863433016
ENSG00000189377,3.136851668,-0.641343659,0.575463817,-1.114481293,0.265072765,NA
ENSG00000189398,0.778760416,0.075683748,0.405404179,0.186687143,0.851905937,NA
ENSG00000189403,2799.100734,0.840947694,0.288966119,2.910194793,0.003612036,0.055982335
