gene_ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000081791,1065.740249,-0.028837793,0.236755613,-0.12180405,0.903054206,0.97681962
ENSG00000081803,30.01182029,-0.393775005,0.607185384,-0.64852517,0.516645336,0.861042047
ENSG00000081818,3.706527416,-0.525037951,0.552698335,-0.949953921,0.342135667,NA
ENSG00000081842,0.969554254,-0.092401056,0.380371131,-0.242923419,0.808064723,NA
ENSG00000081853,21.9552511,-1.085158279,0.504454895,-2.15115026,0.031464342,0.241016856
ENSG00000081870,681.6711972,0.619670552,0.2711784,2.285102912,0.022306794,0.195446327
ENSG00000081913,1010.894728,0.261442761,0.216797462,1.205930914,0.22784413,0.653469593
ENSG00000081923,957.4636608,-0.112609001,0.270994663,-0.415539554,0.677746966,0.917489733
ENSG00000081985,61.70156677,-0.94833882,0.462396853,-2.050919709,0.040274766,0.278204303
ENSG00000082014,130.5514012,-1.219774369,0.454028035,-2.686561785,0.00721916,0.091870148
ENSG00000082068,790.5608715,-0.012893856,0.212449598,-0.060691365,0.951605009,0.987503406
ENSG00000082074,99.80273659,-1.487281266,0.561846174,-2.647132496,0.008117754,0.100266091
ENSG00000082126,12.17164334,-0.129456648,0.596938724,-0.216867565,0.828311555,0.957561042
ENSG00000082146,230.9492063,0.060201596,0.327905227,0.183594498,0.85433158,0.963960554
ENSG00000082153,5174.860643,0.289091689,0.244081823,1.184404825,0.236252851,0.664131302
ENSG00000082175,1.959147096,-0.45320294,0.453376161,-0.999617932,0.317495442,NA
ENSG00000082196,9.257866154,0.076520476,0.559179747,0.136844147,0.891153987,0.973884773
ENSG00000082212,2025.789368,-0.095370076,0.23777687,-0.401090634,0.688353396,0.921371304
ENSG00000082213,1106.515244,-0.070582637,0.217211794,-0.324948457,0.745220082,0.936213542
ENSG00000082258,921.3258395,-0.059442479,0.302097936,-0.19676559,0.84401098,0.961341874
ENSG00000082269,1056.788533,0.071601516,0.315847952,0.226696155,0.820660017,0.955020371
ENSG00000082293,0.797517758,0.433601262,0.415767612,1.042893312,0.296997707,NA
ENSG00000082397,109.3675103,-0.205684895,0.53545051,-0.384134278,0.700878927,0.92500155
ENSG00000082438,1737.973339,-0.128439427,0.351579046,-0.36532162,0.714871342,0.929160055
ENSG00000082458,435.7032216,0.529115522,0.260936871,2.027753,0.042585463,0.286368145
ENSG00000082482,25.98585392,-0.131066469,0.477766265,-0.274331778,NA,NA
ENSG00000082497,98.85893848,1.876876233,0.470268552,3.991073235,6.58E-05,0.002519181
ENSG00000082512,55.7669847,0.021881608,0.379639687,0.05763783,0.954037116,0.988687855
ENSG00000082515,1287.568166,0.356567655,0.223908961,1.592467102,0.111279789,0.478981691
ENSG00000082516,1095.692163,0.244802156,0.277979774,0.880647366,0.378508713,0.780896612
ENSG00000082641,28042.55345,-0.740720576,0.312503566,-2.370278799,0.017774676,0.168841035
ENSG00000082684,60.01485345,0.762617079,0.592152192,1.287873437,0.197790023,0.619466285
ENSG00000082701,6764.264211,-0.088235035,0.225649196,-0.391027475,0.695776927,0.924114257
ENSG00000082781,6103.614534,0.063138228,0.286358096,0.220486968,0.825491921,0.956773573
ENSG00000082805,6066.339515,-0.017462284,0.217270847,-0.080371041,0.935942158,0.983947812
ENSG00000082898,5369.120512,0.147365088,0.262021007,0.562417073,0.573831889,0.881453856
ENSG00000082929,0.898882062,0.026684102,0.460422352,0.057955706,0.953783911,NA
ENSG00000082996,1155.667784,-0.167368384,0.258994515,-0.646223662,0.518134517,0.861555463
ENSG00000083067,3.607796821,-0.47778265,0.575918978,-0.829600461,0.406764716,NA
ENSG00000083093,813.7271481,0.09366548,0.242535866,0.386192281,0.69935427,0.924856549
ENSG00000083097,854.1004407,-0.314654184,0.3040407,-1.034908105,0.300711829,0.725427076
ENSG00000083099,1249.414645,-0.054157254,0.250909503,-0.215843774,0.829109526,0.957936126
ENSG00000083123,627.7056207,-0.310546139,0.233286488,-1.331179278,0.183130028,0.601553297
ENSG00000083168,2034.821142,0.329621073,0.214503769,1.536667983,0.124374635,0.504480237
ENSG00000083223,2238.62006,-0.507030384,0.395112761,-1.283254893,0.19940279,0.621444554
ENSG00000083290,1234.180664,0.078265085,0.261685253,0.299080993,0.764878248,0.940944289
ENSG00000083307,1662.392589,0.084139652,0.213711504,0.393706703,0.693797592,0.923826492
ENSG00000083312,6660.897213,-0.048637383,0.211962938,-0.229461735,0.818510059,0.954300615
ENSG00000083444,3379.015597,-0.475185986,0.298609025,-1.59133163,0.111534962,0.479872609
ENSG00000083454,7.721406834,-0.063500165,0.586312535,-0.108304294,0.913754317,0.97929995
ENSG00000083457,403.0770621,-0.192080774,0.259705957,-0.739608657,0.459537487,0.832887995
ENSG00000083520,1958.202075,-0.062359167,0.258895328,-0.240866326,0.809658722,0.950992673
ENSG00000083535,323.2727137,0.076599944,0.339185385,0.225835036,0.821329726,0.955244267
ENSG00000083544,464.7710571,0.08919948,0.262707646,0.339538959,0.734203753,0.934341575
ENSG00000083635,292.790408,0.112142171,0.250727754,0.447266685,0.654682518,0.910747919
ENSG00000083642,543.8111984,0.14104009,0.344858916,0.408979101,0.682554998,0.919119866
ENSG00000083720,1224.016515,0.812974305,0.233855619,3.476394143,0.000508205,0.012827468
ENSG00000083750,299.665173,-0.542622013,0.320597921,-1.692531288,0.09054472,0.43285853
ENSG00000083782,0.170370412,0.071942834,0.332044137,0.216666478,0.828468274,NA
ENSG00000083799,2622.959901,-0.568356041,0.318212944,-1.786087118,0.074085154,0.390235366
ENSG00000083807,114.447154,0.436502205,0.363721247,1.200100923,0.230100147,0.657108479
ENSG00000083812,481.6561924,-0.434575957,0.299271406,-1.452113193,0.146470134,0.546303805
ENSG00000083814,92.52940008,0.133045073,0.365540831,0.363967747,0.715882094,0.929554556
ENSG00000083817,182.1896588,-0.005060923,0.306245235,-0.016525721,0.986814982,0.998395082
ENSG00000083828,190.9923164,0.51413989,0.297774012,1.726611022,0.084237545,0.417643751
ENSG00000083838,100.473821,-0.136046871,0.344031661,-0.395448695,0.692511778,0.923410858
ENSG00000083844,1118.698629,-0.205685958,0.250197319,-0.822094972,0.411022847,0.802542256
ENSG00000083845,20615.78084,0.416325351,0.354271672,1.175158457,0.239931327,0.668094661
ENSG00000083857,47896.45176,-0.478641918,0.270117406,-1.771977319,0.076398322,0.396856804
ENSG00000083896,3417.360334,-0.019328594,0.250645979,-0.077115116,0.938531968,0.98429714
ENSG00000083937,2053.567632,-0.098677349,0.207504522,-0.475543123,0.634399904,0.903826435
ENSG00000084070,742.9924085,0.31625373,0.255360247,1.238461092,0.21554514,0.640333683
ENSG00000084072,1515.843266,0.344983003,0.249042012,1.385240182,0.165979038,0.576799601
ENSG00000084073,3763.211712,-0.234669493,0.218641273,-1.073308301,0.283132812,0.709518299
ENSG00000084090,3634.520501,0.022659837,0.227060103,0.099796649,0.920505769,0.981097768
ENSG00000084092,1132.03713,0.232744054,0.244313565,0.952644829,0.340770056,0.753268214
ENSG00000084093,1903.343468,-0.247715076,0.249543672,-0.992672239,0.320869708,0.739708065
ENSG00000084110,18.28194739,0.854965279,0.547641917,1.561175748,0.11848229,0.493453216
ENSG00000084112,5562.724721,-0.060131573,0.267036527,-0.22518108,0.821838408,0.955556876
ENSG00000084207,59305.23919,0.057719675,0.271045484,0.212951989,0.831364411,0.958328997
ENSG00000084234,21591.96007,0.197626978,0.217372606,0.909162294,0.363264464,0.77017428
ENSG00000084444,212.6587536,-0.231173829,0.342826944,-0.674316397,0.500110182,0.852467854
ENSG00000084453,0.277217827,-0.162847827,0.332044137,-0.490440303,0.623822363,NA
ENSG00000084463,2970.691354,0.482456028,0.271102731,1.779605935,0.075140474,0.393401074
ENSG00000084623,9754.795228,0.388551903,0.24079169,1.613643319,0.106604815,0.469364588
ENSG00000084628,2.795091299,0.189343905,0.580770572,0.326021866,0.744407812,NA
ENSG00000084636,2373.34775,-0.725436201,0.393815431,-1.842071551,0.065464684,0.361879696
ENSG00000084652,3376.199045,0.215495702,0.300176889,0.717895712,0.472821592,0.840219681
ENSG00000084674,7.18874728,0.624425936,0.606360675,1.029792929,0.303107221,0.727079655
ENSG00000084676,561.9098969,-0.212930487,0.230368903,-0.924302214,0.35532899,0.766288781
ENSG00000084693,1347.142463,0.110260829,0.279438202,0.394580368,0.693152604,0.923585152
ENSG00000084710,232.2765917,0.003862265,0.376431707,0.010260201,0.991813688,0.99901376
ENSG00000084731,2867.179116,-0.769311857,0.231638017,-3.321181334,0.000896373,0.019383453
ENSG00000084733,9963.546145,-0.068080427,0.233683767,-0.291335712,0.770794577,0.942365198
ENSG00000084734,5.221539902,-0.428086151,0.604572088,-0.708081235,0.478894812,0.842617265
ENSG00000084754,9036.511412,0.024166663,0.211269399,0.114387898,0.908930307,0.977999304
ENSG00000084764,1264.574914,-0.468702889,0.252441519,-1.85667909,0.063356824,0.356142961
ENSG00000084774,3187.689094,0.342674828,0.280370711,1.22222049,0.221624257,0.646815461
ENSG00000085063,25574.01716,-0.244352531,0.2468803,-0.989761157,0.322290875,0.740595946
ENSG00000085117,6333.347783,-0.138727288,0.267703597,-0.518212269,0.604310176,0.891460521
ENSG00000085185,731.8719876,-0.484632452,0.317542856,-1.526195418,0.126961204,0.510188234
ENSG00000085224,2152.071498,-0.398722844,0.32002107,-1.245926853,0.212791251,0.637640551
ENSG00000085231,494.1090896,0.144534157,0.250800549,0.576291233,0.564418348,0.87911007
ENSG00000085274,339.8545454,0.353346648,0.276373205,1.278512684,0.201068715,0.6240077
ENSG00000085276,126.038359,-0.541161015,0.414156778,-1.30665739,0.191329096,0.611246436
ENSG00000085365,2175.328615,-0.471072131,0.28289047,-1.665210321,0.095870803,0.445064763
ENSG00000085377,3271.37638,0.207747571,0.208814371,0.994891158,0.319789204,0.739032194
ENSG00000085382,294.056391,-0.10448542,0.305739023,-0.341747084,0.732541235,0.934341575
ENSG00000085415,1595.954713,0.539517266,0.244364243,2.207840478,0.027255395,0.221558552
ENSG00000085433,2705.893837,-0.127511028,0.298899235,-0.426602057,0.669669199,0.915302561
ENSG00000085449,2520.920714,-0.04371274,0.242868435,-0.179985268,0.857164134,0.964370178
ENSG00000085465,71.44409754,-1.3468192,0.553758953,-2.432139818,NA,NA
ENSG00000085491,1707.561185,0.184457803,0.259578856,0.710604116,0.477329592,0.842326436
ENSG00000085511,992.971359,0.218686868,0.222536376,0.982701669,0.325754289,0.743278915
ENSG00000085514,16.18723524,-0.38764481,0.601541481,-0.644419084,0.519303713,0.862168244
ENSG00000085552,1003.466975,0.278028105,0.294790771,0.943137074,0.345610795,0.757189592
ENSG00000085563,3.345424632,-0.47168169,0.561783981,-0.83961399,0.401124853,NA
ENSG00000085644,614.8311041,0.044828244,0.226046149,0.198314564,0.842798957,0.960648389
ENSG00000085662,2849.02017,-0.654721878,0.249597631,-2.623109339,0.008713131,0.104979254
ENSG00000085719,6790.44857,0.090234655,0.204800149,0.440598578,0.659503632,0.912029504
ENSG00000085721,1630.098594,-0.41275607,0.247994462,-1.664376158,0.096037282,0.445396203
ENSG00000085733,18307.3484,-0.257008034,0.218772735,-1.174771773,0.240086036,0.668094661
ENSG00000085741,6.770845203,-0.69372114,0.603603596,-1.149299216,0.250432621,0.679696932
ENSG00000085760,1585.714072,0.409651137,0.21719711,1.886080053,0.059284168,0.344783557
ENSG00000085788,2121.915535,-0.304285993,0.202318958,-1.503991502,0.132583555,0.522257531
ENSG00000085831,207.1424829,0.417071866,0.399412596,1.044213104,0.296386806,0.721673529
ENSG00000085832,2807.602534,0.275251313,0.231034112,1.191388192,0.233501226,0.661139979
ENSG00000085840,164.8911878,2.386986792,0.491360527,4.857913202,1.19E-06,9.57E-05
ENSG00000085871,622.8865307,0.393239286,0.25629495,1.534323192,0.124950163,0.505897021
ENSG00000085872,2255.531203,0.295075539,0.212119803,1.391079643,0.164201277,0.574583185
ENSG00000085978,1468.899813,0.076777,0.267511399,0.287004594,0.774108803,0.942803585
ENSG00000085982,1638.80388,0.057836287,0.282611591,0.204649382,0.837846071,0.960155495
ENSG00000085998,2893.23014,0.632372287,0.306861193,2.060776343,0.039324382,0.274512583
ENSG00000085999,163.2800077,2.578929579,0.492756687,5.23367749,1.66E-07,1.77E-05
ENSG00000086015,2667.263373,0.083780919,0.217155974,0.385809876,0.699637481,0.924882696
ENSG00000086061,4765.362572,-0.119808618,0.278928449,-0.429531726,0.667536311,0.914133679
ENSG00000086062,9519.140972,-0.673877013,0.219880886,-3.064736668,0.002178617,0.038262206
ENSG00000086065,3735.757553,-0.018320888,0.207601492,-0.088250273,0.929677761,0.982858689
ENSG00000086102,2080.212838,0.29617777,0.244692003,1.210410499,0.226121415,0.652099393
ENSG00000086159,9.804035106,0.875497474,0.590924075,1.481573539,0.138453804,0.531224014
ENSG00000086189,1617.730458,0.207045181,0.270780674,0.764623185,0.444495959,0.824601753
ENSG00000086200,1036.41125,0.323733598,0.232682085,1.39131295,0.164130548,0.574583185
ENSG00000086205,15.367101,-0.024385533,0.606620144,-0.040199016,0.967934462,0.99307512
ENSG00000086232,4286.682426,0.026677459,0.207388174,0.12863539,0.897646162,0.975404121
ENSG00000086288,0.15545369,0.071942834,0.332044137,0.216666478,0.828468274,NA
ENSG00000086289,17.91166209,-0.767256512,0.607220801,-1.263554397,0.206390011,0.629859554
ENSG00000086300,230.009174,-0.864756839,0.370097917,-2.336562299,0.019461955,0.178949349
ENSG00000086475,1143.409712,0.310083198,0.28022248,1.106560754,0.268483883,0.697693766
ENSG00000086504,2174.136282,0.375490912,0.248441099,1.511388066,0.130689608,0.518404056
ENSG00000086506,9.442700352,-0.749624493,0.58718756,-1.276635516,0.201730957,0.624694436
ENSG00000086544,3044.910238,0.036666497,0.215455856,0.170181021,0.864867777,0.966782259
ENSG00000086548,603.1215587,-0.09235397,0.607115451,-0.152119288,0.879092852,0.971097798
ENSG00000086570,9655.570941,0.021414028,0.328344526,0.065218166,0.948000298,0.986614478
ENSG00000086589,1539.063187,0.25488997,0.245592065,1.037859143,0.299335638,0.724806508
ENSG00000086598,8883.73341,-0.18719904,0.209857715,-0.892028394,0.372377714,0.777583084
ENSG00000086619,134.8495471,-0.17828817,0.27802384,-0.641269361,0.521347692,0.86263218
ENSG00000086666,2802.731908,-0.089808143,0.207581166,-0.432641095,0.665275529,0.913615333
ENSG00000086696,72.07007663,0.259805084,0.426460276,0.609212859,0.542383358,0.872158177
ENSG00000086712,929.9036985,0.146786901,0.345636826,0.424685364,0.671066054,0.915721243
ENSG00000086717,0.379974889,-0.00632072,0.332044137,-0.019035782,0.98481256,NA
ENSG00000086730,42.71028018,-0.186536442,0.456639269,-0.408498468,0.682907755,0.919119866
ENSG00000086758,15580.34281,-0.252919741,0.224225886,-1.12796852,0.259333214,0.689270505
ENSG00000086827,798.6170554,0.006139756,0.231682303,0.026500756,0.97885793,0.996878322
ENSG00000086848,208.552411,-0.090717251,0.256762869,-0.353311409,0.723854993,0.932961029
ENSG00000086991,5.702312757,-0.535177342,0.579976895,-0.922756314,0.356134211,0.766288781
ENSG00000087008,754.6008907,0.278063882,0.276629364,1.005185706,0.314807437,0.736474479
ENSG00000087053,2321.568985,0.209322653,0.221388443,0.945499461,0.344403946,0.756779553
ENSG00000087074,5169.40905,0.046226875,0.351658576,0.131453854,0.895416289,0.974915563
ENSG00000087076,97.58457999,-0.288991405,0.32885258,-0.8787871,0.379516722,0.781300995
ENSG00000087077,4697.159855,0.155283521,0.244021368,0.636352145,0.524546925,0.863433016
ENSG00000087085,16.84721691,-1.110957868,0.558432374,-1.98942239,0.0466546,0.302008248
ENSG00000087086,52137.64401,-0.106798614,0.273876607,-0.389951575,0.696572355,0.924469471
ENSG00000087087,2819.429159,0.62148207,0.313829334,1.980318608,0.047667739,0.304496525
ENSG00000087088,3919.182181,0.321032104,0.263583799,1.217950821,0.223242662,0.648714722
ENSG00000087095,680.4289276,-0.076637784,0.227984959,-0.336152808,0.736755638,0.934341575
ENSG00000087111,1448.406911,0.369343072,0.239528968,1.541955758,0.123084345,0.502309961
ENSG00000087116,279.2456423,0.05280634,0.379855377,0.139016962,NA,NA
ENSG00000087128,385.1488774,-1.078741969,0.425776264,-2.533588791,0.011290113,0.126054869
ENSG00000087152,2997.186535,0.163738198,0.23434722,0.698699129,0.484740079,0.845731831
ENSG00000087157,943.369721,0.024382352,0.221821879,0.109918606,0.912473926,0.978923399
ENSG00000087191,3135.691347,0.139205361,0.202071499,0.688891616,0.490891476,0.847816179
ENSG00000087206,1113.210796,0.210578277,0.244826231,0.860113216,0.389726637,0.788776878
ENSG00000087245,773.6606297,-0.388401513,0.60548731,-0.641469286,NA,NA
ENSG00000087250,0.209604476,-0.084584273,0.332044137,-0.254738043,0.798925431,NA
ENSG00000087253,1762.01177,-0.403903491,0.314142279,-1.285734261,0.19853582,0.620191552
ENSG00000087258,93.93757255,1.11382746,0.471702551,2.361292001,0.018211385,0.171650705
ENSG00000087263,2113.122387,-0.040225249,0.268165829,-0.150001398,0.880763512,0.971977952
ENSG00000087266,1375.891922,0.484598436,0.33489157,1.447030858,0.147888281,0.548474066
ENSG00000087269,2433.666342,0.361881507,0.201725087,1.79393407,0.072823693,0.386658668
ENSG00000087274,7554.607507,0.043773554,0.230835759,0.18963073,0.849598505,0.962118878
ENSG00000087299,505.0632557,0.134049426,0.236921978,0.565795655,0.571532701,0.881453856
ENSG00000087301,126.3928474,0.395590436,0.372426017,1.062198714,0.288145483,0.714213497
ENSG00000087302,3536.056123,0.219150827,0.199023165,1.101132258,0.2708391,0.70011997
ENSG00000087303,237.0976627,0.421896638,0.593462744,0.710906694,0.477142057,0.842326436
ENSG00000087338,683.3969075,0.255748339,0.282504315,0.905290026,0.365311759,0.772035729
ENSG00000087365,8486.248286,0.140488139,0.223088801,0.629740886,0.528864127,0.864290576
ENSG00000087448,1447.402932,0.271523763,0.219026249,1.239685946,0.215091577,0.639845236
ENSG00000087460,29122.83385,-0.314995657,0.219098289,-1.437691084,0.150521724,0.551368523
ENSG00000087470,4274.28228,0.396689434,0.236717692,1.67579124,0.093779091,0.440954796
ENSG00000087494,11371.02845,-1.110017991,0.341912491,-3.246497339,0.001168345,0.023816548
ENSG00000087495,115.5482887,-0.552519722,0.372297335,-1.484081859,0.137787205,0.530163811
ENSG00000087502,1541.027218,-0.13319758,0.281415781,-0.473312406,0.635990313,0.904724186
ENSG00000087510,1192.657865,0.600832303,0.298843268,2.010526479,0.044375497,0.294006118
ENSG00000087586,880.4279408,1.532088353,0.388280358,3.945830176,7.95E-05,0.002938403
ENSG00000087589,10.74436215,-0.963252061,0.596714174,-1.614260399,0.106470956,0.469284754
ENSG00000087842,555.5039622,0.327805821,0.348616293,0.940305509,0.347060875,0.75794042
ENSG00000087884,119.0943478,-0.760557039,0.356537499,-2.133175449,0.032910336,0.247057014
ENSG00000087903,552.0547132,0.592294693,0.256860511,2.305900155,0.021116212,0.188843635
ENSG00000087995,748.7101968,0.25063382,0.243341254,1.029968472,0.303024806,0.727079655
ENSG00000088002,2090.733157,1.450651766,0.357180355,4.061398527,4.88E-05,0.002010153
ENSG00000088035,213.5667036,0.329343652,0.287930744,1.14382941,0.252694391,0.681655355
ENSG00000088038,1699.008931,0.162540782,0.218138498,0.745126529,0.456195233,0.83148021
ENSG00000088053,6.866364213,-0.659881463,0.598620564,-1.102336777,0.270315286,0.699623746
ENSG00000088179,564.7948228,-0.211662893,0.263314778,-0.803839777,0.421489514,0.810034272
ENSG00000088205,2724.190939,0.100005305,0.222969206,0.448516217,0.653780685,0.910474521
ENSG00000088247,8618.762405,0.493758296,0.261669153,1.886956448,0.059166184,0.344447155
ENSG00000088256,3869.932712,0.168674102,0.243290784,0.693302474,0.488119751,0.847254049
ENSG00000088280,1194.335642,-0.626101171,0.320432474,-1.953925465,0.050710032,0.316695204
ENSG00000088298,749.8445148,0.143819645,0.270441066,0.53179662,0.594866864,0.887888308
ENSG00000088305,86.62343226,0.314498476,0.3674924,0.855795865,0.392110703,0.789853015
ENSG00000088320,3.086551935,-0.681218894,0.565198117,-1.205274528,0.22809734,NA
ENSG00000088325,2559.032664,1.649824287,0.385812868,4.276229289,1.90E-05,0.000926767
ENSG00000088340,65.50440107,-1.92341963,0.589493596,-3.262833802,NA,NA
ENSG00000088356,816.3160193,-0.488777812,0.291056263,-1.679324152,0.093088886,0.439326602
ENSG00000088367,817.4938443,-0.384996805,0.412908878,-0.932401374,0.351129135,0.761621604
ENSG00000088386,66.28137469,-0.441448066,0.426067821,-1.036098114,0.300156372,0.725071681
ENSG00000088387,3708.922659,0.207080404,0.286950314,0.721659445,0.470503882,0.839149398
ENSG00000088448,791.5467469,-0.363984896,0.263682417,-1.38039123,0.167466219,0.579138256
ENSG00000088451,294.6596528,0.317742059,0.275947159,1.151459793,0.249543127,0.678855473
ENSG00000088538,81.25488884,-1.12222336,0.458561438,-2.447269367,0.014394322,0.146833234
ENSG00000088543,65.14935803,-1.218621461,0.371957859,-3.27623528,0.001052009,0.021962063
ENSG00000088682,1387.973557,-0.026712421,0.224996201,-0.118723877,0.905494119,0.977245942
ENSG00000088726,7103.335746,-0.763567091,0.323560939,-2.3598865,0.018280527,0.17213947
ENSG00000088727,129.0547384,0.336788078,0.332035853,1.014312386,0.310433716,0.733143351
ENSG00000088756,24.85582062,-0.951382765,0.544297684,-1.747908898,0.080479804,0.406192543
ENSG00000088766,1129.365419,0.124962534,0.221858676,0.56325286,0.573262713,0.881453856
ENSG00000088808,1023.01581,0.202879177,0.231064933,0.878018027,0.379933936,0.78152905
ENSG00000088812,4285.971248,-0.2643557,0.234799354,-1.125879165,0.260216669,0.690037396
ENSG00000088826,479.8573408,-0.072207775,0.357155056,-0.202174863,0.839780024,0.960523488
ENSG00000088827,0.50537354,-0.240065144,0.33315943,-0.720571363,0.471173279,NA
ENSG00000088832,9848.228462,-0.063683676,0.235002715,-0.270991235,0.786397774,0.944182578
ENSG00000088833,4537.602864,-0.30811252,0.215023408,-1.432925479,0.151879135,0.553169588
ENSG00000088836,560.4554782,-0.117128201,0.254741629,-0.45979215,0.645665418,0.906821476
ENSG00000088854,1120.199971,0.058828328,0.23335602,0.252096893,0.800966172,0.947313787
ENSG00000088876,407.4908197,-0.458261796,0.268072859,-1.709467336,0.087364417,0.424999935
ENSG00000088881,7.470242781,0.081563572,0.602202038,0.135442204,0.892262257,0.974175751
ENSG00000088888,7555.529593,-0.141730168,0.245820688,-0.576559153,0.564237299,0.87911007
ENSG00000088899,1056.940648,-1.102291349,0.334802722,-3.292360772,0.000993501,0.021027164
ENSG00000088930,2773.587442,0.16269203,0.219467304,0.74130418,0.458509028,0.832125698
ENSG00000088970,501.2053647,-0.379147067,0.265413924,-1.428512345,0.153144444,0.555661277
ENSG00000088986,7806.896802,-0.382355083,0.27445689,-1.393133483,0.16357943,0.574373752
ENSG00000088992,0.642064068,0.263952579,0.344535816,0.766110709,0.443610431,NA
ENSG00000089006,2887.789698,0.31502923,0.239197265,1.317026889,0.187829612,0.606361131
ENSG00000089009,10821.20603,0.238591304,0.29097025,0.819985218,0.412224534,0.80354258
ENSG00000089012,0.170370412,0.071942834,0.332044137,0.216666478,0.828468274,NA
ENSG00000089022,821.4259812,0.067523474,0.228439775,0.29558545,0.767546686,0.941761359
ENSG00000089041,16.39110067,0.942486327,0.544801476,1.729962874,0.083636909,0.415904119
ENSG00000089048,711.49545,-0.035536779,0.304736247,-0.116614874,0.90716525,0.977846898
ENSG00000089050,1009.580565,0.049228191,0.249161181,0.197575686,0.843377059,0.961074413
ENSG00000089053,3654.58666,-0.115860263,0.210523792,-0.550342848,0.58208424,0.883263592
ENSG00000089057,861.8568223,0.062117026,0.243817189,0.254768854,0.798901632,0.946455272
ENSG00000089060,731.6081929,-0.122746123,0.249312463,-0.492338495,0.622480071,0.899137881
ENSG00000089063,2631.604926,-0.043318928,0.223127918,-0.194143919,0.846063193,0.961341874
ENSG00000089091,87.06426341,-0.572940193,0.324908562,-1.763389029,0.077834899,0.399928078
ENSG00000089094,1030.937006,0.459996032,0.249392141,1.844468832,0.065114844,0.360630488
ENSG00000089101,4.48592145,0.185914496,0.578903898,0.321149152,0.748097364,0.936703617
ENSG00000089116,65.15834328,0.289002981,0.43220621,0.668669201,0.503706519,0.854571857
ENSG00000089123,481.0664944,0.177012843,0.226806405,0.780457866,0.435121419,0.818519385
ENSG00000089127,203.6712817,0.996985494,0.440167667,2.265013017,0.023511881,0.201663487
ENSG00000089154,7678.783981,0.034729519,0.202557986,0.171454702,0.863866245,0.966782259
ENSG00000089157,37917.98442,0.209521095,0.327700026,0.639368563,0.522583195,0.863124412
ENSG00000089159,23865.82425,0.128632042,0.215355998,0.597299558,0.550307399,0.874820777
ENSG00000089163,26.26124113,-0.653538361,0.446736146,-1.462918025,0.143489811,0.540624873
ENSG00000089169,1.447006914,-0.211749006,0.505562147,-0.418838728,0.675333999,NA
ENSG00000089177,1520.912491,-0.200562696,0.269391274,-0.744503313,0.456572038,0.8317103
ENSG00000089195,1720.768998,0.5036295,0.215005614,2.342401626,0.019160084,0.177101298
ENSG00000089199,12.00490711,0.747163711,0.576797306,1.295366159,0.195193946,0.616634393
ENSG00000089220,7426.594219,0.001565807,0.284189013,0.005509738,0.995603887,0.999316955
ENSG00000089225,1.857782792,-0.232362542,0.441183534,-0.526679995,0.59841583,NA
ENSG00000089234,1209.220822,-0.150323038,0.215484766,-0.697604016,0.485424869,0.846284574
ENSG00000089248,2529.901812,0.342433498,0.236535035,1.447707302,0.147698927,0.548474066
ENSG00000089250,3281.434601,0.939649773,0.3249618,2.891569947,0.003833223,0.058482833
ENSG00000089280,8009.770352,0.753944868,0.292186106,2.580358387,0.009869783,0.114682959
ENSG00000089289,1570.914961,0.226105172,0.277348167,0.815239469,0.41493525,0.805949595
ENSG00000089327,4489.999383,0.28567622,0.26199713,1.090379196,0.275546142,0.704554753
ENSG00000089335,171.7140831,-0.1027694,0.305813343,-0.336052701,0.736831125,0.934341575
ENSG00000089351,1487.794722,0.181647278,0.234137983,0.775812946,0.437859439,0.819359904
ENSG00000089356,13658.18071,-0.409354748,0.324396822,-1.26189506,0.20698655,0.630150536
ENSG00000089472,207.0414178,-3.612145161,0.511851448,-7.057018551,1.70E-12,1.09E-09
ENSG00000089486,4312.191353,0.177896626,0.253732688,0.70111828,0.483229203,0.844757291
ENSG00000089505,22.17172169,0.257275854,0.536551109,0.479499249,0.631583502,0.903505637
ENSG00000089558,0.571280431,-0.114205677,0.33543721,-0.340468123,0.733504024,NA
ENSG00000089597,8132.103794,0.079697257,0.224578321,0.354875111,0.722683155,0.932343036
ENSG00000089639,1457.836954,0.0356005,0.257081672,0.138479337,0.889861599,0.973884773
ENSG00000089682,661.2355095,-0.145897365,0.313688465,-0.465102741,0.641857883,0.905845913
ENSG00000089685,935.1357098,2.731490811,0.496973233,5.496253381,3.88E-08,5.22E-06
ENSG00000089692,1.183187683,0.042192261,0.488943099,0.086292784,0.931233675,NA
ENSG00000089693,12390.86359,0.048535897,0.239643004,0.20253417,0.839499148,0.960523488
ENSG00000089723,296.6307048,-0.64915171,0.280399904,-2.315092483,0.020607871,0.185695925
ENSG00000089737,4501.07033,-0.283763788,0.213951738,-1.326298123,0.184740968,0.603023152
ENSG00000089775,359.2008891,-0.503194402,0.305055377,-1.649518221,0.099041514,0.454049281
ENSG00000089818,1107.871393,0.140971964,0.237323833,0.594006772,0.552507583,0.875047521
ENSG00000089820,13.53611084,-0.576365925,0.567426603,-1.015754148,0.309746476,0.732128034
ENSG00000089847,5.066391528,-0.749036592,0.607075885,-1.233843431,0.217261252,0.643080419
ENSG00000089876,2002.54237,-0.088367587,0.215378972,-0.410288834,0.681594082,0.918507865
